Partidos;Puntos;T2 Anotados;T2 Lanzados;% T2;T3 Anotados;T3 Lanzados;% T3;T1 Anotados;T1 Lanzados;% T1;Reb_Ofensivos;Reb_Defensivos;Rebotes;Asistencias;Robos;Perdidas;Tapones;Tapones Recibidos;Mates;Faltas Cometidas;Faltas Recibidas;Valoracion;Cluster
7.0;3.71;1.43;4.0;0.36;0.0;0.29;0.0;0.86;1.14;0.75;1.29;1.29;2.57;0.86;0.57;0.86;0.29;0.0;0.0;1.0;1.29;4.29;Cluster 0
13.0;5.54;1.15;2.62;0.44;0.85;2.46;0.34;0.69;0.92;0.75;0.38;1.08;1.46;1.54;1.23;1.69;0.0;0.08;0.0;1.54;0.69;3.85;Cluster 0
14.0;2.93;0.86;2.07;0.41;0.36;1.71;0.21;0.14;0.71;0.2;0.14;1.0;1.14;1.36;0.93;0.64;0.0;0.43;0.0;1.71;1.36;2.21;Cluster 0
10.0;6.7;2.5;5.9;0.42;0.0;0.0;0.0;1.7;2.2;0.77;1.4;1.0;2.4;0.5;0.8;1.1;0.0;0.4;0.0;2.3;2.4;5.5;Cluster 0
23.0;3.65;0.7;1.78;0.39;0.65;1.65;0.39;0.3;0.39;0.78;0.74;1.0;1.74;0.52;0.35;0.91;0.0;0.09;0.0;1.13;0.52;2.48;Cluster 0
24.0;2.92;0.75;2.21;0.34;0.29;1.25;0.23;0.54;0.67;0.81;0.5;1.42;1.92;0.54;0.5;0.96;0.04;0.12;0.0;1.42;0.62;1.62;Cluster 0
26.0;4.54;0.5;1.62;0.31;1.0;2.73;0.37;0.54;0.88;0.61;0.5;0.92;1.42;0.27;0.31;0.54;0.08;0.23;0.04;2.38;0.88;1.15;Cluster 0
13.0;2.69;0.23;0.92;0.25;0.69;2.31;0.3;0.15;0.15;1.0;0.15;1.46;1.62;0.23;0.38;0.77;0.15;0.0;0.0;1.15;0.54;1.38;Cluster 0
18.0;2.94;1.11;2.72;0.41;0.11;0.94;0.12;0.39;0.61;0.64;0.39;1.17;1.56;0.5;0.28;1.22;0.67;0.06;0.0;1.61;0.61;1.0;Cluster 0
30.0;3.87;1.1;2.23;0.49;0.47;1.97;0.24;0.27;0.33;0.8;0.43;2.23;2.67;0.9;0.83;1.0;0.1;0.03;0.0;1.93;1.0;3.73;Cluster 0
30.0;5.0;2.23;4.7;0.48;0.0;0.13;0.0;0.53;0.83;0.64;1.07;1.73;2.8;0.4;0.47;1.1;0.17;0.1;0.03;2.27;0.87;3.43;Cluster 0
24.0;3.04;0.54;1.21;0.45;0.46;1.12;0.41;0.58;0.92;0.64;0.08;1.67;1.75;1.21;0.67;1.33;0.0;0.0;0.0;1.92;1.62;3.38;Cluster 0
26.0;2.58;0.65;1.73;0.38;0.08;0.46;0.17;1.04;1.88;0.55;0.23;1.0;1.23;0.42;0.27;0.5;0.0;0.08;0.0;1.81;1.69;1.5;Cluster 0
21.0;3.1;0.38;0.95;0.4;0.67;1.81;0.37;0.33;0.52;0.64;0.0;0.48;0.48;0.86;0.43;0.76;0.0;0.0;0.0;1.52;0.76;1.43;Cluster 0
20.0;3.45;0.95;2.45;0.39;0.3;1.4;0.21;0.65;0.95;0.68;0.65;0.6;1.25;0.8;0.35;1.1;0.0;0.2;0.0;0.3;1.25;2.6;Cluster 0
26.0;4.08;1.46;2.73;0.54;0.19;0.77;0.25;0.58;0.92;0.62;0.27;0.5;0.77;1.04;1.08;1.62;0.0;0.23;0.0;0.96;1.54;3.5;Cluster 0
20.0;4.2;1.85;4.55;0.41;0.0;0.1;0.0;0.5;0.9;0.56;1.05;1.9;2.95;0.25;0.3;0.95;0.45;0.15;0.0;1.55;0.95;3.25;Cluster 0
24.0;3.96;1.21;3.08;0.39;0.04;0.38;0.11;1.42;2.08;0.68;0.5;0.88;1.38;0.75;0.46;1.21;0.0;0.0;0.0;1.5;1.58;2.54;Cluster 0
25.0;2.4;1.12;2.28;0.49;0.0;0.0;0.0;0.16;0.24;0.67;0.56;1.84;2.4;0.6;1.08;1.6;0.48;0.08;0.0;2.32;0.44;2.16;Cluster 0
10.0;3.2;1.2;2.5;0.48;0.0;0.0;0.0;0.8;0.8;1.0;2.0;2.7;4.7;1.3;1.0;0.5;0.1;0.3;0.0;1.2;1.4;8.7;Cluster 0
27.0;4.04;1.26;3.44;0.37;0.41;1.26;0.32;0.3;0.33;0.89;0.74;0.85;1.59;0.3;0.26;0.56;0.26;0.22;0.0;1.63;0.59;1.78;Cluster 0
26.0;3.19;1.42;2.73;0.52;0.0;0.0;0.0;0.35;0.58;0.6;1.35;1.88;3.23;0.35;0.15;0.73;0.38;0.04;0.0;1.69;0.88;4.19;Cluster 0
12.0;2.83;1.17;3.0;0.39;0.0;0.0;0.0;0.5;0.58;0.86;0.58;2.33;2.92;0.17;0.33;1.0;0.25;0.08;0.0;1.83;0.83;2.5;Cluster 0
26.0;3.19;0.38;1.23;0.31;0.62;1.5;0.41;0.58;0.77;0.75;0.19;1.31;1.5;0.81;0.23;0.81;0.0;0.23;0.0;0.5;1.19;3.46;Cluster 0
20.0;5.05;0.75;1.8;0.42;1.05;2.35;0.45;0.4;0.6;0.67;0.55;0.85;1.4;0.7;0.25;0.7;0.0;0.0;0.0;1.7;0.75;3.2;Cluster 0
30.0;4.97;0.63;1.93;0.33;0.87;2.9;0.3;1.1;1.5;0.73;0.53;1.3;1.83;0.67;0.73;0.77;0.1;0.03;0.0;1.6;1.7;3.9;Cluster 0
17.0;6.35;1.88;4.0;0.47;0.29;1.12;0.26;1.71;1.88;0.91;0.76;1.35;2.12;0.71;0.59;0.88;0.06;0.06;0.0;1.29;1.41;5.94;Cluster 0
26.0;2.77;0.5;1.42;0.35;0.54;2.12;0.25;0.15;0.31;0.5;0.42;0.73;1.15;0.62;0.77;1.19;0.04;0.12;0.0;2.12;0.5;-0.23;Cluster 0
24.0;4.29;0.46;1.29;0.35;0.79;1.83;0.43;1.0;1.17;0.86;0.17;1.17;1.33;1.58;0.33;1.38;0.04;0.04;0.0;1.42;1.58;4.33;Cluster 0
21.0;4.57;0.43;1.05;0.41;1.19;2.43;0.49;0.14;0.19;0.75;0.1;1.14;1.24;0.95;0.38;0.86;0.0;0.05;0.0;1.24;0.81;3.9;Cluster 0
29.0;3.79;1.07;2.59;0.41;0.24;1.14;0.21;0.93;1.24;0.75;0.76;1.03;1.79;1.17;0.52;0.97;0.03;0.07;0.07;1.38;1.34;3.59;Cluster 0
13.0;6.38;1.23;3.31;0.37;1.0;3.31;0.3;0.92;1.23;0.75;0.92;0.62;1.54;0.08;0.23;0.62;0.08;0.15;0.0;1.08;1.08;2.85;Cluster 0
21.0;3.9;1.19;3.24;0.37;0.29;0.95;0.3;0.67;1.1;0.61;0.86;1.95;2.81;0.19;0.52;1.48;0.0;0.29;0.0;0.95;1.19;2.76;Cluster 0
13.0;2.69;0.85;2.08;0.41;0.08;0.08;1.0;0.77;1.31;0.59;1.69;2.85;4.54;0.85;1.31;1.31;0.23;0.0;0.0;1.54;1.46;6.46;Cluster 0
10.0;4.1;1.5;2.9;0.52;0.3;1.1;0.27;0.2;0.7;0.29;0.5;1.8;2.3;0.7;0.5;1.4;0.0;0.1;0.0;2.3;1.0;2.2;Cluster 0
22.0;2.36;0.41;1.27;0.32;0.41;2.32;0.18;0.32;0.55;0.58;0.64;0.95;1.59;1.23;0.64;0.86;0.0;0.05;0.0;2.32;0.68;0.32;Cluster 0
27.0;5.63;1.81;2.7;0.67;0.52;1.37;0.38;0.44;0.48;0.92;0.52;1.93;2.44;0.56;0.48;0.52;0.07;0.0;0.04;1.3;0.41;6.0;Cluster 0
26.0;4.04;1.27;3.15;0.4;0.04;0.12;0.33;1.38;1.85;0.75;0.54;1.88;2.42;0.31;0.69;1.0;0.04;0.0;0.0;2.08;1.27;3.27;Cluster 0
26.0;4.69;0.77;2.73;0.28;0.69;2.12;0.33;1.08;1.77;0.61;0.65;1.54;2.19;0.31;0.35;0.77;0.5;0.12;0.0;2.0;1.42;2.5;Cluster 0
12.0;2.83;0.58;1.17;0.5;0.42;1.08;0.38;0.42;0.5;0.83;0.08;0.83;0.92;1.42;0.5;1.17;0.0;0.17;0.0;1.08;1.17;3.08;Cluster 0
25.0;3.8;0.48;1.28;0.38;0.76;1.92;0.4;0.56;0.72;0.78;0.16;0.92;1.08;0.36;0.44;1.04;0.08;0.04;0.0;1.6;1.44;2.4;Cluster 0
26.0;4.04;0.73;1.62;0.45;0.73;2.27;0.32;0.38;0.54;0.71;0.46;0.88;1.35;0.46;0.65;0.92;0.0;0.0;0.0;1.96;0.65;1.69;Cluster 0
20.0;2.9;0.55;1.6;0.34;0.4;2.1;0.19;0.6;0.85;0.71;0.7;1.05;1.75;0.75;1.05;0.95;0.05;0.0;0.0;1.7;0.75;1.6;Cluster 0
24.0;4.5;1.12;2.04;0.55;0.12;0.75;0.17;1.88;2.58;0.73;1.25;1.38;2.62;0.79;0.5;1.79;0.08;0.17;0.0;2.58;1.88;3.58;Cluster 0
22.0;4.0;1.5;3.41;0.44;0.0;0.0;0.0;1.0;1.14;0.88;1.18;1.55;2.73;0.64;0.5;0.68;0.0;0.41;0.0;1.36;0.95;4.32;Cluster 0
30.0;2.67;0.83;1.6;0.52;0.17;0.8;0.21;0.5;0.77;0.65;0.37;1.37;1.73;1.23;0.6;1.13;0.03;0.0;0.0;1.23;1.47;3.7;Cluster 0
2.0;1.0;0.5;5.5;0.09;0.0;0.5;0.0;0.0;0.0;0.0;1.5;2.0;3.5;0.0;0.0;1.5;0.0;0.0;0.0;1.5;1.5;-2.5;Cluster 2
26.0;2.88;0.96;2.27;0.42;0.15;0.92;0.17;0.5;0.96;0.52;0.46;1.12;1.58;0.23;0.65;1.0;0.0;0.08;0.0;2.15;1.42;1.0;Cluster 0
19.0;2.05;0.53;1.21;0.43;0.05;0.84;0.06;0.84;1.11;0.76;0.21;1.26;1.47;1.21;1.26;1.16;0.0;0.05;0.0;1.47;1.47;3.05;Cluster 0
10.0;1.2;0.4;0.8;0.5;0.1;1.0;0.1;0.1;0.2;0.5;0.6;2.4;3.0;0.5;0.4;1.0;0.2;0.0;0.0;1.2;0.4;2.1;Cluster 0
25.0;2.76;0.28;1.0;0.28;0.6;2.08;0.29;0.4;0.6;0.67;0.2;0.64;0.84;0.68;0.44;0.68;0.0;0.16;0.0;1.36;0.56;0.68;Cluster 0
21.0;1.95;0.24;0.9;0.26;0.33;1.81;0.18;0.48;0.52;0.91;0.05;1.0;1.05;1.24;0.62;1.33;0.05;0.14;0.0;0.81;0.76;1.19;Cluster 0
20.0;3.5;1.15;2.45;0.47;0.2;0.6;0.33;0.6;1.35;0.44;0.45;0.3;0.75;0.2;0.65;1.65;0.0;0.2;0.0;2.5;1.2;-0.5;Cluster 0
15.0;2.0;0.6;2.8;0.21;0.13;0.27;0.5;0.4;0.47;0.86;0.6;1.33;1.93;0.2;0.07;1.0;0.0;0.2;0.0;1.47;0.47;-0.4;Cluster 0
22.0;4.77;2.05;5.14;0.4;0.0;0.05;0.0;0.68;0.95;0.71;1.05;1.91;2.95;0.41;0.41;1.36;0.91;0.18;0.0;2.55;1.14;3.09;Cluster 0
28.0;4.46;1.0;1.82;0.55;0.68;2.43;0.28;0.43;0.43;1.0;0.29;1.89;2.18;0.54;0.46;0.82;0.0;0.04;0.0;1.46;0.57;3.36;Cluster 0
1.0;5.0;1.0;2.0;0.5;1.0;1.0;1.0;0.0;0.0;0.0;2.0;2.0;4.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;6.0;Cluster 0
21.0;3.67;1.19;2.24;0.53;0.19;1.0;0.19;0.71;1.24;0.58;1.05;2.29;3.33;0.71;0.9;0.95;0.05;0.05;0.0;2.19;0.9;4.05;Cluster 0
25.0;3.08;0.72;3.08;0.23;0.36;0.76;0.47;0.56;0.72;0.78;0.32;1.08;1.4;1.24;0.64;1.68;0.04;0.12;0.0;1.56;1.24;1.36;Cluster 0
26.0;2.42;1.0;2.62;0.38;0.0;0.19;0.0;0.42;0.77;0.55;0.73;1.38;2.12;0.19;0.46;0.69;0.19;0.08;0.0;1.92;0.73;1.27;Cluster 0
25.0;5.24;1.72;4.48;0.38;0.0;0.04;0.0;1.8;2.68;0.67;1.04;2.64;3.68;0.56;0.72;1.56;0.76;0.12;0.0;2.56;1.96;5.0;Cluster 0
24.0;3.17;0.58;1.67;0.35;0.46;2.04;0.22;0.62;0.75;0.83;0.25;1.21;1.46;0.92;0.71;1.38;0.0;0.17;0.0;0.38;0.88;2.42;Cluster 0
26.0;4.54;2.0;4.65;0.43;0.0;0.0;0.0;0.54;0.77;0.7;1.62;3.12;4.73;0.19;0.19;1.04;1.04;0.08;0.0;1.31;0.88;6.27;Cluster 0
10.0;1.7;0.6;1.4;0.43;0.1;0.5;0.2;0.2;0.2;1.0;0.1;1.3;1.4;0.7;0.6;0.6;0.0;0.1;0.0;1.6;0.7;1.6;Cluster 0
20.0;2.5;0.65;1.7;0.38;0.25;1.1;0.23;0.45;0.85;0.53;0.35;1.5;1.85;1.2;0.45;1.3;0.0;0.1;0.0;0.85;1.0;2.45;Cluster 0
7.0;6.43;0.71;1.43;0.5;1.57;3.57;0.44;0.29;0.29;1.0;0.43;1.0;1.43;0.86;1.29;0.71;0.14;0.14;0.0;2.57;0.57;4.71;Cluster 0
25.0;3.88;1.0;2.2;0.45;0.36;1.48;0.24;0.8;1.24;0.65;0.32;1.0;1.32;1.36;1.32;1.32;0.12;0.24;0.0;1.2;1.68;4.16;Cluster 0
20.0;2.7;0.75;2.3;0.33;0.15;1.0;0.15;0.75;1.25;0.6;0.3;1.65;1.95;0.8;1.65;0.85;0.0;0.5;0.0;1.85;1.2;2.2;Cluster 0
5.0;6.2;2.4;4.8;0.5;0.0;0.4;0.0;1.4;1.8;0.78;1.0;0.6;1.6;0.4;0.2;0.6;1.0;0.2;0.0;2.4;1.6;4.6;Cluster 0
5.0;5.6;1.8;4.2;0.43;0.2;1.4;0.14;1.4;1.8;0.78;0.2;2.0;2.2;1.8;2.2;0.6;0.4;0.2;0.0;0.6;2.4;9.2;Cluster 0
24.0;2.42;0.29;0.96;0.3;0.46;1.5;0.31;0.46;0.62;0.73;0.38;1.0;1.38;2.21;0.62;0.83;0.0;0.0;0.0;1.25;1.08;3.75;Cluster 0
30.0;5.43;2.3;4.4;0.52;0.0;0.0;0.0;0.83;1.53;0.54;1.93;3.5;5.43;0.57;0.53;1.2;0.4;0.1;0.0;1.73;1.33;7.97;Cluster 0
26.0;2.15;0.46;1.31;0.35;0.35;1.31;0.26;0.19;0.38;0.5;0.15;1.69;1.85;1.88;0.69;1.19;0.15;0.04;0.0;1.85;1.19;2.88;Cluster 0
24.0;6.21;2.5;4.21;0.59;0.04;0.04;1.0;1.08;1.67;0.65;1.08;1.88;2.96;1.21;0.67;1.62;0.04;0.04;0.0;2.12;1.58;6.62;Cluster 0
14.0;3.29;0.64;2.07;0.31;0.57;1.93;0.3;0.29;0.29;1.0;0.21;1.5;1.71;0.71;0.93;1.14;0.0;0.14;0.0;1.36;0.57;1.79;Cluster 0
21.0;2.57;0.62;1.52;0.41;0.29;1.19;0.24;0.48;0.67;0.71;0.38;0.9;1.29;1.24;0.76;1.0;0.0;0.1;0.0;1.14;1.14;2.76;Cluster 0
22.0;4.45;1.55;3.86;0.4;0.27;0.45;0.6;0.55;0.73;0.75;0.68;1.73;2.41;0.41;0.41;1.0;0.27;0.09;0.0;2.14;0.59;2.64;Cluster 0
26.0;2.73;0.77;1.73;0.44;0.08;0.46;0.17;0.96;1.62;0.6;0.35;1.38;1.73;1.69;0.96;0.92;0.0;0.04;0.0;1.46;1.85;4.54;Cluster 0
26.0;4.62;0.81;1.62;0.5;0.46;2.31;0.2;1.62;2.15;0.75;0.08;0.96;1.04;0.69;0.54;1.27;0.0;0.12;0.0;1.69;1.27;1.88;Cluster 0
12.0;2.92;1.08;2.42;0.45;0.0;0.5;0.0;0.75;0.75;1.0;0.58;0.75;1.33;0.5;0.17;1.0;0.0;0.25;0.0;1.25;0.92;1.5;Cluster 0
13.0;1.62;0.23;1.23;0.19;0.15;0.46;0.33;0.69;0.77;0.9;0.08;0.92;1.0;0.77;0.62;0.46;0.0;0.0;0.0;1.46;0.54;1.23;Cluster 0
25.0;4.76;1.84;3.72;0.49;0.0;0.0;0.0;1.08;1.4;0.77;1.6;1.52;3.12;0.12;0.44;0.88;0.04;0.32;0.0;2.12;1.56;4.52;Cluster 0
20.0;2.3;1.0;2.0;0.5;0.0;0.1;0.0;0.3;0.55;0.55;0.9;1.55;2.45;0.8;0.55;0.55;0.25;0.05;0.0;1.9;0.65;3.15;Cluster 0
11.0;2.91;0.73;2.0;0.36;0.45;2.27;0.2;0.09;0.45;0.2;0.73;1.09;1.82;0.18;0.18;1.18;0.09;0.09;0.0;1.91;1.0;-0.45;Cluster 0
24.0;2.88;1.29;3.21;0.4;0.0;0.12;0.0;0.29;0.42;0.7;0.96;1.5;2.46;0.25;0.25;0.75;0.04;0.08;0.0;1.38;0.88;2.38;Cluster 0
26.0;4.35;1.88;3.5;0.54;0.0;0.04;0.0;0.58;1.0;0.58;1.12;2.27;3.38;0.54;0.23;1.46;0.31;0.19;0.0;2.85;1.15;3.38;Cluster 0
26.0;4.31;1.77;4.08;0.43;0.0;0.0;0.0;0.77;0.92;0.83;0.81;1.38;2.19;0.15;0.31;0.62;0.19;0.15;0.0;1.85;0.92;3.0;Cluster 0
4.0;1.25;0.5;1.0;0.5;0.0;2.25;0.0;0.25;0.5;0.5;2.25;0.75;3.0;0.75;0.25;0.0;0.25;0.25;0.0;1.75;0.25;0.75;Cluster 0
17.0;4.35;0.88;2.29;0.38;0.65;1.88;0.34;0.65;0.88;0.73;0.24;1.53;1.76;1.0;0.47;0.88;0.0;0.06;0.0;1.18;0.88;3.47;Cluster 0
22.0;5.32;0.77;1.09;0.71;0.95;2.36;0.4;0.91;1.0;0.91;0.09;0.73;0.82;0.59;0.68;0.32;0.14;0.09;0.0;0.91;0.77;5.18;Cluster 0
25.0;3.04;0.96;1.64;0.59;0.2;1.28;0.16;0.52;0.8;0.65;0.36;1.24;1.6;0.88;0.88;1.24;0.04;0.0;0.0;2.16;0.88;1.88;Cluster 0
25.0;2.68;1.0;2.4;0.42;0.04;0.48;0.08;0.56;0.76;0.74;0.44;1.84;2.28;0.68;0.6;1.2;0.4;0.08;0.0;1.92;0.8;2.2;Cluster 0
3.0;5.0;2.33;7.0;0.33;0.0;0.67;0.0;0.33;1.0;0.33;1.33;1.33;2.67;0.33;1.67;0.67;0.0;0.67;0.0;3.33;1.33;0.33;Cluster 0
25.0;2.72;1.16;2.76;0.42;0.0;0.08;0.0;0.4;0.64;0.62;0.96;2.92;3.88;0.88;0.72;0.64;0.16;0.0;0.0;1.16;0.84;5.48;Cluster 0
19.0;3.0;1.32;3.47;0.38;0.0;0.0;0.0;0.37;0.89;0.41;1.21;2.47;3.68;0.47;0.26;0.58;0.16;0.37;0.0;1.16;0.79;3.95;Cluster 0
23.0;3.48;1.17;2.87;0.41;0.3;0.65;0.47;0.22;0.3;0.71;0.83;1.35;2.17;0.26;0.61;0.39;0.17;0.13;0.0;1.22;0.61;3.43;Cluster 0
23.0;3.96;0.96;2.52;0.38;0.61;2.22;0.27;0.22;0.78;0.28;0.3;0.91;1.22;0.35;0.96;1.09;0.09;0.09;0.0;0.91;1.0;1.74;Cluster 0
20.0;2.05;0.5;1.8;0.28;0.3;0.9;0.33;0.15;0.2;0.75;0.45;1.95;2.4;0.45;0.8;1.15;0.0;0.2;0.0;1.2;0.6;1.8;Cluster 0
25.0;3.68;1.0;2.28;0.44;0.36;1.32;0.27;0.6;0.76;0.79;1.04;1.48;2.52;0.76;0.56;0.8;0.56;0.04;0.0;1.6;0.68;3.92;Cluster 0
4.0;6.0;2.5;4.5;0.56;0.0;0.0;0.0;1.0;1.75;0.57;1.0;2.5;3.5;0.25;1.0;1.5;0.25;0.0;0.0;1.5;1.0;6.25;Cluster 0
30.0;5.07;2.23;3.73;0.6;0.0;0.03;0.0;0.6;0.87;0.69;0.93;2.4;3.33;0.47;0.2;1.13;0.37;0.03;0.0;1.27;1.0;6.23;Cluster 0
26.0;4.58;1.19;2.46;0.48;0.5;1.35;0.37;0.69;1.12;0.62;0.96;1.31;2.27;0.81;0.62;0.92;0.08;0.15;0.0;1.69;0.92;3.96;Cluster 0
10.0;3.9;1.2;4.0;0.3;0.2;1.6;0.12;0.9;1.7;0.53;0.4;1.7;2.1;0.4;0.2;1.6;0.1;0.3;0.0;1.6;1.3;-0.2;Cluster 0
2.0;3.5;0.5;2.0;0.25;0.0;0.0;0.0;2.5;3.0;0.83;0.0;0.5;0.5;0.0;0.0;1.0;1.0;0.0;0.0;1.0;3.5;4.5;Cluster 0
26.0;2.35;0.92;2.85;0.32;0.08;0.12;0.67;0.27;0.42;0.64;0.85;1.81;2.65;0.54;0.23;0.77;0.27;0.08;0.0;0.81;0.88;3.15;Cluster 0
21.0;2.62;1.0;2.1;0.48;0.0;0.05;0.0;0.62;1.0;0.62;0.57;0.9;1.48;0.05;0.19;0.43;0.05;0.1;0.0;1.81;0.9;1.43;Cluster 0
25.0;3.68;0.8;1.4;0.57;0.56;1.72;0.33;0.4;0.48;0.83;0.44;0.36;0.8;1.24;0.64;0.8;0.12;0.0;0.0;2.6;0.72;1.96;Cluster 0
11.0;5.0;0.55;1.27;0.43;1.18;3.0;0.39;0.36;0.45;0.8;0.64;1.45;2.09;0.27;0.45;1.09;0.27;0.09;0.0;1.36;0.73;3.64;Cluster 0
26.0;3.08;1.42;2.42;0.59;0.0;0.0;0.0;0.23;0.69;0.33;1.92;2.12;4.04;0.23;0.92;1.12;0.15;0.15;0.0;2.85;0.81;3.65;Cluster 0
9.0;3.33;0.56;2.0;0.28;0.56;1.33;0.42;0.56;0.56;1.0;0.22;1.33;1.56;0.67;0.22;0.56;0.0;0.0;0.0;1.44;0.56;2.11;Cluster 0
27.0;3.22;0.7;1.37;0.51;0.48;1.33;0.36;0.37;0.48;0.77;0.19;0.78;0.96;1.0;0.56;0.59;0.11;0.0;0.0;1.74;0.93;2.81;Cluster 0
27.0;3.37;0.96;1.67;0.58;0.41;1.7;0.24;0.22;0.3;0.75;0.56;1.22;1.78;0.63;0.37;0.74;0.19;0.0;0.0;1.48;0.63;2.67;Cluster 0
30.0;3.2;0.77;2.67;0.29;0.37;1.63;0.22;0.57;0.9;0.63;0.23;1.7;1.93;1.13;0.3;1.3;0.03;0.17;0.0;1.83;1.67;1.63;Cluster 0
6.0;6.5;2.67;3.83;0.7;0.0;0.5;0.0;1.17;1.67;0.7;1.17;2.67;3.83;0.33;0.0;1.33;0.0;0.0;0.0;2.33;1.0;5.83;Cluster 0
14.0;2.43;0.79;2.14;0.37;0.21;1.07;0.2;0.21;0.43;0.5;1.14;0.93;2.07;0.64;1.43;1.0;0.0;0.14;0.0;1.14;0.43;2.29;Cluster 0
6.0;3.0;1.33;3.83;0.35;0.0;0.17;0.0;0.33;0.33;1.0;0.67;2.5;3.17;0.33;0.33;1.17;0.17;0.0;0.0;2.0;0.83;2.0;Cluster 0
26.0;3.08;0.46;1.12;0.41;0.62;1.85;0.33;0.31;0.65;0.47;0.23;1.08;1.31;0.69;0.73;0.77;0.0;0.12;0.0;2.46;1.38;1.62;Cluster 0
26.0;3.15;0.81;2.08;0.39;0.38;1.81;0.21;0.38;0.69;0.56;0.08;0.5;0.58;0.19;0.38;1.31;0.0;0.12;0.0;0.96;0.46;-0.62;Cluster 0
3.0;2.33;0.67;1.33;0.5;0.33;2.33;0.14;0.0;0.0;0.0;0.33;1.0;1.33;1.33;0.67;0.67;0.0;0.0;0.0;2.33;1.67;1.67;Cluster 0
25.0;5.28;1.96;4.84;0.4;0.0;0.0;0.0;1.36;1.68;0.81;1.04;1.48;2.52;0.4;0.44;1.04;0.32;0.2;0.0;2.08;2.4;4.84;Cluster 0
21.0;3.43;1.38;2.9;0.48;0.0;0.0;0.0;0.67;1.1;0.61;0.9;2.38;3.29;0.14;0.19;0.86;0.19;0.14;0.0;1.81;1.05;3.52;Cluster 0
15.0;2.6;0.4;1.6;0.25;0.33;1.47;0.23;0.8;1.27;0.63;0.87;0.6;1.47;0.13;0.4;0.73;0.07;0.2;0.0;0.87;1.07;1.13;Cluster 0
13.0;2.85;0.54;1.62;0.33;0.31;0.62;0.5;0.85;1.31;0.65;0.46;1.0;1.46;0.31;0.85;0.69;0.08;0.38;0.0;0.77;0.77;2.62;Cluster 0
26.0;3.54;1.38;3.04;0.46;0.0;0.23;0.0;0.77;0.96;0.8;0.77;0.77;1.54;0.62;1.15;0.69;0.15;0.12;0.0;1.5;1.0;3.62;Cluster 0
22.0;2.82;0.55;1.36;0.4;0.45;1.82;0.25;0.36;0.59;0.62;0.41;1.09;1.5;0.14;0.68;1.55;0.0;0.27;0.0;1.45;0.68;0.14;Cluster 0
11.0;2.55;0.82;2.09;0.39;0.18;0.55;0.33;0.36;1.27;0.29;1.36;1.45;2.82;1.18;0.45;1.18;0.0;0.18;0.0;1.64;1.18;2.82;Cluster 0
25.0;4.32;1.76;3.48;0.51;0.0;0.0;0.0;0.8;0.96;0.83;0.64;1.12;1.76;0.12;0.36;0.36;0.04;0.04;0.0;1.2;0.8;3.92;Cluster 0
23.0;4.7;0.87;1.22;0.71;0.78;2.61;0.3;0.61;0.65;0.93;0.3;1.04;1.35;1.09;1.39;0.57;0.13;0.0;0.0;1.83;0.96;5.0;Cluster 0
22.0;2.41;0.55;1.23;0.44;0.36;1.27;0.29;0.23;0.27;0.83;0.36;1.55;1.91;1.36;0.86;1.18;0.27;0.09;0.0;2.09;0.5;2.32;Cluster 0
13.0;3.77;1.77;3.08;0.57;0.0;0.0;0.0;0.23;0.46;0.5;0.46;0.92;1.38;0.0;0.08;1.0;0.0;0.08;0.0;1.92;0.77;1.46;Cluster 0
18.0;2.33;0.5;1.56;0.32;0.33;1.17;0.29;0.33;0.67;0.5;0.11;0.44;0.56;0.94;0.39;1.67;0.0;0.0;0.0;1.89;1.72;0.17;Cluster 0
9.0;4.89;2.22;4.67;0.48;0.0;0.11;0.0;0.44;0.89;0.5;1.78;2.22;4.0;0.78;0.44;1.0;0.22;0.56;0.0;1.0;1.11;5.89;Cluster 0
15.0;5.0;2.0;4.27;0.47;0.0;0.07;0.0;1.0;1.27;0.79;1.33;2.07;3.4;0.27;0.6;0.6;0.07;0.13;0.0;1.6;1.47;5.87;Cluster 0
6.0;2.5;0.83;2.5;0.33;0.0;0.0;0.0;0.83;1.67;0.5;0.67;2.5;3.17;0.67;0.5;1.83;0.0;0.0;0.0;2.0;1.17;1.67;Cluster 0
25.0;2.88;0.56;1.4;0.4;0.28;0.76;0.37;0.92;1.28;0.72;0.4;1.0;1.4;1.56;0.8;1.64;0.0;0.04;0.0;1.24;1.92;3.96;Cluster 0
24.0;3.25;0.75;1.88;0.4;0.5;2.08;0.24;0.25;0.71;0.35;0.75;1.5;2.25;1.5;0.96;1.67;0.0;0.12;0.0;1.08;1.33;3.38;Cluster 0
26.0;4.27;1.42;3.27;0.44;0.31;1.38;0.22;0.5;0.81;0.62;0.81;1.23;2.04;0.35;1.35;0.81;0.58;0.19;0.0;2.54;1.0;2.81;Cluster 0
26.0;4.54;1.96;4.31;0.46;0.0;0.0;0.0;0.62;1.04;0.59;1.12;3.85;4.96;0.38;0.23;1.5;0.27;0.23;0.0;2.08;1.31;5.12;Cluster 0
28.0;2.86;0.46;1.07;0.43;0.61;1.89;0.32;0.11;0.14;0.75;0.36;0.82;1.18;0.46;0.43;0.54;0.04;0.0;0.0;0.82;0.29;1.96;Cluster 0
