Partidos;Puntos;T2 Anotados;T2 Lanzados;% T2;T3 Anotados;T3 Lanzados;% T3;T1 Anotados;T1 Lanzados;% T1;Reb_Ofensivos;Reb_Defensivos;Rebotes;Asistencias;Robos;Perdidas;Tapones;Tapones Recibidos;Mates;Faltas Cometidas;Faltas Recibidas;Valoracion;Cluster
3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.67;0.67;0.0;0.33;0.67;0.0;0.0;0.0;0.67;0.0;-0.33;Cluster 2
29.0;1.14;0.34;1.03;0.33;0.07;0.28;0.25;0.24;0.72;0.33;0.52;0.62;1.14;0.69;0.45;0.55;0.07;0.03;0.0;1.14;0.83;1.24;Cluster 0
19.0;1.05;0.32;1.16;0.27;0.11;0.84;0.12;0.11;0.11;1.0;0.26;0.68;0.95;0.63;0.53;0.74;0.0;0.0;0.0;0.63;0.26;0.47;Cluster 0
13.0;1.85;0.23;0.62;0.38;0.38;0.85;0.45;0.23;0.31;0.75;0.15;0.46;0.62;0.54;0.46;0.92;0.0;0.0;0.0;0.92;0.46;1.15;Cluster 0
18.0;2.39;0.44;1.11;0.4;0.5;1.5;0.33;0.0;0.0;0.0;0.06;0.61;0.67;0.28;0.17;0.44;0.0;0.0;0.0;0.72;0.17;0.83;Cluster 2
20.0;0.45;0.1;0.5;0.2;0.05;0.15;0.33;0.1;0.3;0.33;0.0;0.5;0.5;0.05;0.35;0.2;0.0;0.15;0.0;0.6;0.4;0.1;Cluster 2
1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;-1.0;Cluster 2
10.0;1.4;0.5;1.5;0.33;0.0;0.0;0.0;0.4;0.6;0.67;0.7;1.1;1.8;0.2;0.0;0.5;0.1;0.0;0.0;1.5;0.4;0.7;Cluster 2
24.0;1.38;0.25;0.54;0.46;0.17;0.96;0.17;0.38;0.54;0.69;0.17;0.58;0.75;0.33;0.25;0.25;0.08;0.0;0.0;0.17;0.38;1.5;Cluster 0
16.0;2.94;0.56;1.06;0.53;0.44;0.94;0.47;0.5;0.56;0.89;0.44;0.88;1.31;0.81;0.38;0.62;0.0;0.06;0.0;1.0;0.56;3.25;Cluster 0
1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;-3.0;Cluster 2
15.0;1.4;0.4;1.07;0.38;0.0;0.0;0.0;0.6;0.87;0.69;0.53;0.67;1.2;0.13;0.0;0.6;0.07;0.4;0.0;0.87;1.13;1.13;Cluster 0
12.0;1.33;0.5;2.08;0.24;0.0;0.0;0.0;0.33;0.67;0.5;0.75;1.33;2.08;0.42;0.08;0.42;0.17;0.0;0.0;0.08;0.58;2.25;Cluster 2
10.0;1.1;0.1;0.2;0.5;0.2;0.9;0.22;0.3;0.4;0.75;0.0;0.5;0.5;0.2;0.1;0.6;0.0;0.0;0.0;1.0;0.2;-0.4;Cluster 0
8.0;2.0;0.62;1.25;0.5;0.25;0.88;0.29;0.0;0.0;0.0;0.12;0.88;1.0;0.25;0.38;0.0;0.0;0.0;0.0;0.38;0.0;2.0;Cluster 2
10.0;2.8;0.4;1.3;0.31;0.5;1.3;0.38;0.5;0.6;0.83;0.4;0.6;1.0;0.5;0.3;0.9;0.1;0.0;0.0;0.8;0.5;1.7;Cluster 0
17.0;1.88;0.47;0.94;0.5;0.29;0.94;0.31;0.06;0.12;0.5;0.24;0.53;0.76;0.18;0.41;1.18;0.06;0.12;0.0;1.0;0.71;0.53;Cluster 0
25.0;1.12;0.4;1.32;0.3;0.0;0.0;0.0;0.32;0.48;0.67;0.68;0.84;1.52;0.12;0.0;0.12;0.12;0.0;0.0;0.52;0.4;1.56;Cluster 0
20.0;1.9;0.3;0.45;0.67;0.25;0.55;0.45;0.55;0.9;0.61;0.25;0.5;0.75;0.9;0.3;0.5;0.05;0.0;0.0;0.95;0.45;2.1;Cluster 0
26.0;1.42;0.42;0.73;0.58;0.15;0.73;0.21;0.12;0.15;0.75;0.15;0.65;0.81;0.23;0.23;0.5;0.04;0.0;0.0;1.0;0.31;0.62;Cluster 0
16.0;1.75;0.69;1.38;0.5;0.0;0.0;0.0;0.38;0.38;1.0;0.31;1.12;1.44;0.5;0.38;0.44;0.0;0.12;0.0;1.31;0.5;2.12;Cluster 0
16.0;2.25;1.0;1.75;0.57;0.0;0.0;0.0;0.25;0.5;0.5;0.56;0.75;1.31;0.19;0.12;0.5;0.06;0.06;0.0;1.38;0.5;1.5;Cluster 0
25.0;2.36;0.4;0.68;0.59;0.08;0.52;0.15;1.32;2.24;0.59;0.12;0.52;0.64;0.36;0.36;0.72;0.0;0.16;0.0;1.12;1.48;1.56;Cluster 0
12.0;1.08;0.33;0.75;0.44;0.0;0.42;0.0;0.42;0.5;0.83;0.25;0.5;0.75;0.33;0.17;0.42;0.0;0.0;0.0;0.75;0.33;0.58;Cluster 2
24.0;2.38;1.08;1.38;0.79;0.0;0.0;0.0;0.21;0.54;0.38;0.71;0.96;1.67;0.04;0.54;0.46;0.29;0.0;0.0;1.46;0.5;2.88;Cluster 0
7.0;2.86;0.86;1.71;0.5;0.29;1.0;0.29;0.29;0.29;1.0;0.29;0.14;0.43;0.29;0.29;0.43;0.0;0.0;0.0;0.71;0.43;1.57;Cluster 0
21.0;1.67;0.62;1.76;0.35;0.0;0.0;0.0;0.43;0.48;0.9;1.0;1.38;2.38;0.05;0.0;0.62;0.52;0.14;0.0;1.0;0.48;2.14;Cluster 0
13.0;2.23;0.77;1.69;0.45;0.0;0.0;0.0;0.69;1.08;0.64;0.31;0.69;1.0;0.0;0.31;1.46;0.0;0.23;0.0;1.38;0.77;-0.08;Cluster 0
1.0;2.0;1.0;3.0;0.33;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;Cluster 2
1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;-3.0;Cluster 2
20.0;1.25;0.3;0.7;0.43;0.2;0.9;0.22;0.05;0.1;0.5;0.25;0.75;1.0;0.2;0.35;0.45;0.05;0.1;0.0;0.8;0.05;0.4;Cluster 0
20.0;1.35;0.6;1.45;0.41;0.0;0.0;0.0;0.15;0.2;0.75;0.2;0.3;0.5;0.05;0.15;0.45;0.1;0.05;0.0;0.9;0.3;0.15;Cluster 0
4.0;1.5;0.25;0.75;0.33;0.25;0.5;0.5;0.25;0.5;0.5;0.25;0.5;0.75;0.0;0.75;1.0;0.0;0.0;0.0;0.5;1.0;1.5;Cluster 2
13.0;0.92;0.31;0.77;0.4;0.08;0.54;0.14;0.08;0.15;0.5;0.15;0.23;0.38;0.23;0.38;0.77;0.08;0.08;0.0;0.69;0.31;-0.23;Cluster 2
12.0;1.0;0.0;0.33;0.0;0.33;0.83;0.4;0.0;0.0;0.0;0.17;0.42;0.58;0.25;0.33;0.33;0.0;0.0;0.0;0.67;0.08;0.42;Cluster 2
14.0;0.86;0.21;0.36;0.6;0.14;0.79;0.18;0.0;0.0;0.0;0.21;0.43;0.64;0.57;0.36;0.79;0.07;0.0;0.0;1.36;0.14;-0.29;Cluster 2
17.0;1.47;0.35;1.0;0.35;0.06;0.71;0.08;0.59;0.82;0.71;0.12;0.47;0.59;0.24;0.59;0.53;0.0;0.0;0.0;0.65;0.71;0.88;Cluster 0
19.0;1.63;0.37;1.11;0.33;0.26;0.58;0.45;0.11;0.11;1.0;0.11;0.58;0.68;0.37;0.37;0.42;0.0;0.0;0.0;1.74;0.21;0.05;Cluster 0
17.0;1.41;0.29;0.71;0.42;0.18;1.06;0.17;0.29;0.53;0.56;0.18;0.35;0.53;0.18;0.53;0.59;0.0;0.0;0.0;1.12;0.65;0.06;Cluster 0
18.0;0.94;0.17;0.67;0.25;0.11;0.67;0.17;0.28;0.44;0.62;0.06;0.5;0.56;0.44;0.28;0.39;0.0;0.0;0.0;0.33;0.61;0.89;Cluster 2
15.0;2.27;0.6;1.4;0.43;0.0;0.0;0.0;1.07;1.47;0.73;0.87;0.8;1.67;0.4;0.33;0.93;0.0;0.07;0.0;1.07;1.07;2.47;Cluster 0
24.0;1.21;0.17;0.42;0.4;0.25;0.88;0.29;0.12;0.25;0.5;0.21;0.58;0.79;0.29;0.17;0.42;0.08;0.0;0.0;0.12;0.29;1.29;Cluster 0
24.0;0.58;0.17;0.5;0.33;0.08;0.38;0.22;0.0;0.0;0.0;0.0;0.33;0.33;0.54;0.25;0.88;0.0;0.04;0.0;1.12;0.25;-0.71;Cluster 2
7.0;1.43;0.29;0.57;0.5;0.29;0.29;1.0;0.0;0.0;0.0;0.14;0.43;0.57;0.43;0.14;0.29;0.0;0.0;0.0;0.86;0.57;1.71;Cluster 2
1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Cluster 2
18.0;1.06;0.0;0.11;0.0;0.33;0.94;0.35;0.06;0.11;0.5;0.06;0.5;0.56;0.11;0.06;0.39;0.0;0.0;0.0;0.39;0.06;0.28;Cluster 2
4.0;1.5;0.75;1.5;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.25;1.0;1.25;0.5;0.25;0.0;0.25;0.0;0.0;1.25;0.25;2.0;Cluster 2
4.0;2.0;0.25;1.25;0.2;0.5;0.75;0.67;0.0;0.0;0.0;0.0;0.25;0.25;0.0;0.0;0.75;0.0;0.0;0.0;0.25;0.0;0.0;Cluster 2
11.0;0.73;0.36;0.91;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.64;1.0;1.64;0.0;0.09;0.18;0.0;0.0;0.0;0.64;0.0;1.09;Cluster 2
21.0;0.9;0.19;0.71;0.27;0.14;0.81;0.18;0.1;0.1;1.0;0.14;0.76;0.9;0.86;0.38;0.38;0.0;0.0;0.0;0.43;0.14;1.19;Cluster 0
16.0;0.88;0.12;0.5;0.25;0.0;0.0;0.0;0.62;0.75;0.83;0.5;1.44;1.94;0.06;0.31;0.69;0.31;0.06;0.0;0.69;0.56;2.12;Cluster 0
15.0;1.33;0.13;0.53;0.25;0.33;0.93;0.36;0.07;0.07;1.0;0.2;0.4;0.6;0.33;0.27;0.4;0.0;0.07;0.0;0.67;0.27;0.67;Cluster 0
18.0;1.17;0.39;1.28;0.3;0.0;0.06;0.0;0.39;0.72;0.54;0.44;0.67;1.11;0.28;0.22;0.56;0.0;0.22;0.0;0.56;1.0;1.39;Cluster 2
13.0;1.08;0.15;0.23;0.67;0.23;1.08;0.21;0.08;0.31;0.25;0.0;0.38;0.38;0.31;0.38;0.15;0.0;0.0;0.0;0.38;0.46;0.92;Cluster 2
18.0;1.06;0.22;0.61;0.36;0.11;0.5;0.22;0.28;0.5;0.56;0.5;0.83;1.33;0.11;0.28;0.33;0.06;0.0;0.0;1.06;0.5;0.94;Cluster 0
20.0;1.25;0.55;1.45;0.38;0.05;0.05;1.0;0.0;0.15;0.0;0.35;0.65;1.0;0.1;0.2;0.55;0.1;0.0;0.0;1.75;0.4;-0.3;Cluster 0
20.0;1.3;0.05;0.3;0.17;0.4;1.65;0.24;0.0;0.0;0.0;0.15;0.75;0.9;0.35;0.15;0.65;0.0;0.0;0.0;0.4;0.1;0.25;Cluster 2
4.0;3.0;1.5;2.75;0.55;0.0;0.0;0.0;0.0;0.0;0.0;0.25;1.75;2.0;0.5;0.25;0.75;0.5;0.25;0.0;0.5;0.0;3.75;Cluster 2
10.0;1.6;0.8;1.9;0.42;0.0;0.0;0.0;0.0;0.0;0.0;0.1;1.3;1.4;0.0;0.2;0.5;0.0;0.1;0.0;1.1;0.3;0.7;Cluster 2
3.0;1.0;0.33;0.67;0.5;0.0;0.0;0.0;0.33;0.67;0.5;1.33;0.33;1.67;0.0;0.0;0.33;0.0;0.0;0.0;1.33;0.33;0.67;Cluster 2
21.0;1.0;0.14;0.9;0.16;0.14;0.43;0.33;0.29;0.57;0.5;0.38;0.67;1.05;0.33;0.19;0.43;0.0;0.1;0.0;0.38;0.67;1.0;Cluster 2
5.0;0.6;0.0;0.8;0.0;0.2;0.2;1.0;0.0;0.0;0.0;0.0;0.6;0.6;0.4;0.2;1.4;0.0;0.0;0.0;0.4;0.0;-0.8;Cluster 2
2.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.5;-1.0;Cluster 2
22.0;0.91;0.41;0.95;0.43;0.0;0.0;0.0;0.09;0.36;0.25;0.95;1.09;2.05;0.18;0.23;0.55;0.05;0.0;0.0;1.32;0.41;1.14;Cluster 2
20.0;1.2;0.4;1.25;0.32;0.05;0.3;0.17;0.25;0.35;0.71;0.3;0.65;0.95;0.05;0.25;0.3;0.05;0.05;0.0;0.8;0.3;0.45;Cluster 0
12.0;1.0;0.5;1.75;0.29;0.0;0.58;0.0;0.0;0.0;0.0;0.58;0.83;1.42;0.83;0.17;0.42;0.08;0.08;0.0;1.25;0.08;0.0;Cluster 2
21.0;2.05;0.9;1.86;0.49;0.0;0.0;0.0;0.24;0.48;0.5;0.57;0.76;1.33;0.33;0.14;0.48;0.0;0.14;0.0;0.71;0.38;1.71;Cluster 0
22.0;1.68;0.05;0.18;0.25;0.5;1.86;0.27;0.09;0.09;1.0;0.0;0.27;0.27;0.18;0.0;0.45;0.0;0.0;0.0;0.14;0.09;0.14;Cluster 0
7.0;2.43;0.14;0.29;0.5;0.71;1.71;0.42;0.0;0.0;0.0;0.0;0.0;0.0;0.57;0.29;0.29;0.0;0.0;0.0;0.29;0.0;1.57;Cluster 2
5.0;0.6;0.0;1.0;0.0;0.2;0.8;0.25;0.0;0.0;0.0;0.0;0.2;0.2;0.2;0.2;0.4;0.2;0.2;0.0;0.4;0.0;-1.0;Cluster 2
15.0;0.87;0.27;1.0;0.27;0.07;0.33;0.2;0.13;0.13;1.0;0.07;0.67;0.73;0.33;0.4;0.47;0.0;0.07;0.0;0.67;0.33;0.53;Cluster 0
22.0;0.91;0.05;0.23;0.2;0.23;0.82;0.28;0.14;0.27;0.5;0.36;0.68;1.05;0.09;0.36;0.36;0.0;0.05;0.0;0.86;0.23;0.45;Cluster 2
13.0;2.08;0.54;1.54;0.35;0.23;1.46;0.16;0.31;0.62;0.5;0.38;0.31;0.69;0.08;0.15;0.62;0.15;0.23;0.0;0.62;0.54;-0.31;Cluster 2
1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;-3.0;Cluster 2
25.0;2.68;0.8;1.76;0.45;0.12;0.4;0.3;0.72;0.92;0.78;0.44;0.72;1.16;0.16;0.2;0.44;0.04;0.04;0.0;0.48;0.52;2.36;Cluster 0
19.0;0.68;0.26;0.58;0.45;0.0;0.0;0.0;0.16;0.32;0.5;0.26;0.42;0.68;0.21;0.05;0.53;0.0;0.05;0.0;0.63;0.37;0.32;Cluster 2
5.0;0.8;0.4;1.0;0.4;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.8;0.8;0.6;0.2;0.2;0.0;0.0;0.0;0.6;0.0;0.8;Cluster 2
6.0;1.33;0.5;1.17;0.43;0.0;0.0;0.0;0.33;0.33;1.0;0.17;0.33;0.5;0.5;0.17;1.0;0.0;0.0;0.0;1.33;0.17;-0.33;Cluster 0
10.0;1.4;0.6;1.2;0.5;0.0;0.4;0.0;0.2;0.6;0.33;0.3;0.1;0.4;0.2;0.2;0.4;0.0;0.2;0.0;0.5;0.7;0.4;Cluster 2
8.0;1.88;0.12;0.38;0.33;0.5;1.38;0.36;0.12;0.25;0.5;0.12;0.38;0.5;0.38;0.5;0.38;0.0;0.0;0.0;0.38;0.12;1.38;Cluster 2
12.0;1.0;0.42;1.0;0.42;0.0;0.25;0.0;0.17;0.33;0.5;0.25;0.33;0.58;0.08;0.25;0.17;0.0;0.0;0.0;0.58;0.33;0.5;Cluster 2
6.0;1.83;0.17;0.83;0.2;0.5;1.5;0.33;0.0;0.0;0.0;0.17;0.33;0.5;0.17;0.5;1.0;0.0;0.0;0.0;0.83;0.0;-0.5;Cluster 2
16.0;1.94;0.81;1.25;0.65;0.0;0.12;0.0;0.31;0.62;0.5;0.56;0.69;1.25;0.12;0.06;0.12;0.0;0.0;0.0;1.19;0.25;1.44;Cluster 0
20.0;1.0;0.15;0.65;0.23;0.2;0.9;0.22;0.1;0.25;0.4;0.15;0.25;0.4;0.35;0.05;0.55;0.0;0.0;0.0;0.6;0.3;-0.4;Cluster 2
6.0;1.83;0.17;0.17;1.0;0.5;2.33;0.21;0.0;0.0;0.0;0.0;0.33;0.33;0.67;0.17;0.33;0.0;0.0;0.0;1.17;0.17;-0.17;Cluster 2
4.0;2.25;0.5;1.0;0.5;0.25;0.75;0.33;0.5;1.0;0.5;0.25;0.5;0.75;0.75;0.0;1.0;0.0;0.0;0.0;1.5;1.0;0.75;Cluster 0
13.0;2.0;0.92;2.08;0.44;0.0;0.0;0.0;0.15;0.31;0.5;0.54;0.92;1.46;0.08;0.15;0.31;0.08;0.15;0.0;0.77;0.23;1.46;Cluster 2
20.0;1.4;0.3;1.05;0.29;0.2;0.9;0.22;0.2;0.3;0.67;0.1;0.35;0.45;0.35;0.35;0.5;0.05;0.0;0.0;1.2;0.25;-0.4;Cluster 0
1.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;6.0;0.67;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;6.0;Cluster 2
1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;2.0;0.5;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;-2.0;Cluster 2
1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;-1.0;Cluster 2
11.0;2.64;0.82;1.73;0.47;0.27;0.36;0.75;0.18;0.55;0.33;0.45;0.45;0.91;0.09;0.09;0.18;0.0;0.0;0.0;1.27;0.64;1.55;Cluster 0
17.0;2.29;0.76;1.35;0.57;0.18;0.82;0.21;0.24;0.35;0.67;0.18;0.76;0.94;0.47;0.06;0.47;0.24;0.0;0.0;1.53;0.35;1.0;Cluster 0
18.0;1.0;0.5;1.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.83;0.83;0.17;0.11;0.28;0.0;0.0;0.0;1.06;0.22;0.5;Cluster 2
1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;Cluster 2
12.0;0.92;0.0;0.25;0.0;0.25;0.58;0.43;0.17;0.17;1.0;0.17;1.25;1.42;0.08;0.17;0.33;0.17;0.0;0.0;0.42;0.17;1.58;Cluster 2
21.0;0.9;0.29;1.0;0.29;0.1;0.24;0.4;0.05;0.24;0.2;0.33;0.52;0.86;0.43;0.19;0.29;0.0;0.1;0.0;0.9;0.29;0.43;Cluster 2
4.0;1.0;0.5;0.5;1.0;0.0;0.25;0.0;0.0;0.0;0.0;0.25;0.0;0.25;0.5;0.25;0.75;0.0;0.0;0.0;0.0;0.0;1.0;Cluster 2
22.0;1.95;0.77;1.82;0.42;0.0;0.0;0.0;0.41;0.45;0.9;0.55;0.91;1.45;0.23;0.32;0.55;0.09;0.18;0.0;1.86;0.59;0.95;Cluster 0
20.0;1.65;0.15;0.15;1.0;0.45;1.25;0.36;0.0;0.0;0.0;0.0;0.2;0.2;0.25;0.1;0.55;0.0;0.0;0.0;1.15;0.2;-0.1;Cluster 0
16.0;1.31;0.44;1.06;0.41;0.0;0.0;0.0;0.44;0.75;0.58;0.12;0.75;0.88;0.12;0.25;0.44;0.0;0.12;0.0;1.06;0.38;0.38;Cluster 2
17.0;1.24;0.29;1.47;0.2;0.0;0.06;0.0;0.65;0.94;0.69;0.35;1.06;1.41;0.24;0.18;0.29;0.0;0.06;0.0;0.82;0.53;0.88;Cluster 2
20.0;2.45;0.95;1.95;0.49;0.0;0.0;0.0;0.55;1.0;0.55;1.2;1.05;2.25;0.3;0.2;0.55;0.25;0.1;0.0;1.3;0.85;3.0;Cluster 0
9.0;0.78;0.11;1.22;0.09;0.11;0.67;0.17;0.22;0.44;0.5;0.22;0.78;1.0;0.33;0.44;0.89;0.11;0.11;0.0;0.56;0.44;-0.33;Cluster 2
10.0;1.7;0.8;2.0;0.4;0.0;0.0;0.0;0.1;0.2;0.5;0.1;0.9;1.0;0.3;0.2;0.8;0.0;0.1;0.0;1.3;0.4;0.1;Cluster 2
7.0;1.57;0.57;1.86;0.31;0.14;0.43;0.33;0.0;0.0;0.0;0.14;0.57;0.71;0.14;0.43;0.43;0.0;0.0;0.0;1.0;0.0;-0.14;Cluster 2
23.0;0.87;0.35;0.87;0.4;0.0;0.17;0.0;0.17;0.26;0.67;0.13;0.13;0.26;0.35;0.13;0.3;0.22;0.09;0.0;0.57;0.39;0.48;Cluster 2
1.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;2.0;Cluster 2
6.0;1.33;0.67;1.5;0.44;0.0;0.0;0.0;0.0;0.0;0.0;0.33;1.17;1.5;0.17;0.33;1.17;0.0;0.0;0.0;0.67;0.33;1.0;Cluster 2
2.0;0.0;0.0;0.5;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;1.0;0.5;-1.0;Cluster 2
13.0;1.92;0.69;1.54;0.45;0.0;0.08;0.0;0.54;1.15;0.47;0.46;0.77;1.23;0.15;0.46;0.62;0.15;0.31;0.0;0.62;0.85;1.69;Cluster 0
21.0;1.57;0.48;1.1;0.43;0.19;0.71;0.27;0.05;0.19;0.25;0.24;0.24;0.48;0.05;0.19;0.24;0.19;0.05;0.0;1.43;0.24;-0.29;Cluster 2
10.0;3.1;0.9;1.2;0.75;0.4;1.2;0.33;0.1;0.2;0.5;0.1;0.7;0.8;0.6;0.4;0.8;0.3;0.0;0.0;1.0;0.5;2.7;Cluster 0
1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;-2.0;Cluster 2
7.0;0.71;0.14;0.57;0.25;0.14;0.43;0.33;0.0;0.0;0.0;0.0;0.29;0.29;0.43;0.43;0.14;0.0;0.0;0.0;0.86;0.0;0.14;Cluster 2
3.0;0.67;0.33;0.67;0.5;0.0;0.33;0.0;0.0;0.0;0.0;0.0;0.33;0.33;0.0;0.33;0.33;0.0;0.0;0.0;0.0;0.0;0.33;Cluster 2
22.0;1.5;0.05;0.27;0.17;0.45;1.45;0.31;0.05;0.09;0.5;0.05;0.45;0.5;0.32;0.36;0.41;0.05;0.0;0.0;1.32;0.18;-0.09;Cluster 2
21.0;1.24;0.38;1.24;0.31;0.05;0.1;0.5;0.33;0.43;0.78;0.38;0.24;0.62;0.0;0.29;0.43;0.0;0.0;0.0;1.0;0.43;0.14;Cluster 0
2.0;2.0;1.0;1.0;1.0;0.0;0.5;0.0;0.0;0.0;0.0;0.5;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;1.5;0.0;0.5;Cluster 2
14.0;0.43;0.07;0.57;0.12;0.07;0.14;0.5;0.07;0.14;0.5;0.71;0.5;1.21;0.07;0.14;0.29;0.07;0.21;0.0;0.5;0.36;0.64;Cluster 2
18.0;1.72;0.22;0.56;0.4;0.39;1.11;0.35;0.11;0.17;0.67;0.11;0.22;0.33;0.5;0.17;0.33;0.0;0.06;0.0;0.67;0.17;0.78;Cluster 0
9.0;0.22;0.11;0.56;0.2;0.0;0.33;0.0;0.0;0.0;0.0;0.22;1.11;1.33;0.22;0.44;0.33;0.0;0.0;0.0;1.22;0.11;0.0;Cluster 2
21.0;1.19;0.24;0.62;0.38;0.19;0.67;0.29;0.14;0.19;0.75;0.1;0.43;0.52;0.29;0.24;0.57;0.05;0.05;0.0;0.67;0.19;0.29;Cluster 0
11.0;0.27;0.09;0.55;0.17;0.0;0.0;0.0;0.09;0.18;0.5;0.09;1.0;1.09;0.27;0.27;0.64;0.09;0.0;0.0;0.64;0.55;0.73;Cluster 2
15.0;1.6;0.2;0.53;0.38;0.33;0.8;0.42;0.2;0.2;1.0;0.07;0.87;0.93;0.4;0.27;0.2;0.0;0.07;0.0;0.53;0.47;2.07;Cluster 0
16.0;1.12;0.25;1.0;0.25;0.19;0.81;0.23;0.06;0.25;0.25;0.12;0.5;0.62;0.31;0.12;0.62;0.0;0.06;0.0;0.56;0.44;-0.19;Cluster 2
6.0;0.67;0.17;0.5;0.33;0.0;0.33;0.0;0.33;0.33;1.0;0.0;0.5;0.5;0.83;0.67;1.0;0.17;0.0;0.0;0.83;0.67;1.0;Cluster 0
15.0;0.93;0.2;0.8;0.25;0.13;0.53;0.25;0.13;0.27;0.5;0.13;0.67;0.8;0.2;0.2;0.8;0.07;0.0;0.0;0.53;0.6;0.33;Cluster 2
3.0;2.67;1.33;2.33;0.57;0.0;0.0;0.0;0.0;0.0;0.0;1.33;1.0;2.33;0.67;1.0;0.0;0.0;0.0;0.0;0.33;0.0;5.33;Cluster 2
4.0;1.25;0.25;1.0;0.25;0.0;0.0;0.0;0.75;1.0;0.75;0.0;0.75;0.75;0.25;0.0;0.25;0.0;0.0;0.0;0.0;0.75;1.75;Cluster 2
10.0;0.8;0.1;0.4;0.25;0.2;1.0;0.2;0.0;0.0;0.0;0.2;0.3;0.5;0.3;0.3;0.1;0.1;0.1;0.0;0.7;0.2;0.3;Cluster 2
6.0;0.33;0.17;0.67;0.25;0.0;0.33;0.0;0.0;0.0;0.0;0.17;0.33;0.5;0.67;0.33;0.5;0.67;0.17;0.0;0.5;0.0;0.5;Cluster 2
8.0;1.62;0.38;0.88;0.43;0.25;0.75;0.33;0.12;0.5;0.25;0.38;1.0;1.38;0.5;0.12;1.0;0.0;0.0;0.0;1.38;0.75;0.62;Cluster 2
2.0;1.0;0.5;1.0;0.5;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;-0.5;Cluster 2
10.0;0.4;0.2;0.9;0.22;0.0;0.1;0.0;0.0;0.0;0.0;0.1;0.4;0.5;0.1;0.2;0.6;0.1;0.0;0.0;0.2;0.2;-0.1;Cluster 2
1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;-3.0;Cluster 2
7.0;1.29;0.29;0.71;0.4;0.14;0.86;0.17;0.29;0.57;0.5;0.71;0.43;1.14;0.14;0.29;0.57;0.0;0.14;0.0;1.14;0.86;0.43;Cluster 2
9.0;1.22;0.44;1.0;0.44;0.0;0.22;0.0;0.33;0.44;0.75;0.33;0.56;0.89;0.0;0.22;0.56;0.0;0.0;0.0;0.22;0.89;1.56;Cluster 2
7.0;1.57;0.0;0.57;0.0;0.43;1.29;0.33;0.29;0.29;1.0;0.14;0.57;0.71;0.0;0.0;0.29;0.14;0.0;0.0;0.29;0.14;0.57;Cluster 2
