Temporada,Jugador,Equipo,Tot,Part,Med
2018,"GOMEZ IGUAL, ANNA",VALENCIA B.C.,3 / 11,5,"27,27"
2018,"DIAZ CASTELLANO, YURENA",CADI LA SEU,8 / 30,5,"26,67"
2018,"BETTENCOURT CORREIA, MARIA JOAO",VALENCIA B.C.,4 / 15,5,"26,67"
2018,"DOMINGUEZ FERNANDEZ, SILVIA",PERFUMERIAS AVENIDA,6 / 23,6,"26,09"
2018,"WILLIAMS, COURTNEY MONAE",LOINTEK GERNIKA BIZKAIA,1 / 4,3,25
2018,"SANCHEZ MARRUFO, BEATRIZ",SPAR CITYLIFT GIRONA,1 / 4,5,25
2018,"KRAKER, MEHRYN DONEGAN",CADI LA SEU,5 / 24,5,"20,83"
2018,"BUCH ROSELL, ROSO",SPAR CITYLIFT GIRONA,3 / 15,6,20
2018,"BAHI BLANQUERA, GEORGINA",CADI LA SEU,2 / 10,5,20
2018,"ELDEBRINK, ELIN",PERFUMERIAS AVENIDA,2 / 12,6,"16,67"
2018,"PEREZ TORRES, TANIA",MANN-FILTER CASABLANCA,1 / 6,2,"16,67"
2018,"HEMPE, MERRIT RAMONA",CADI LA SEU,2 / 13,5,"15,38"
2018,"WILLIAMS, GABRIELLE LISA",SPAR CITYLIFT GIRONA,2 / 15,6,"13,33"
2018,"PALAU ALTES, LAIA",SPAR CITYLIFT GIRONA,0 / 6,6,0
2018,"ETXARRI MUNARRIZ, IRATI",CADI LA SEU,0 / 4,5,0
2018,"SARR, OUMOUL KHAIRY",IDK GIPUZKOA,0 / 3,3,0
2018,"LAHUERTA MENDOZA, IRENE",MANN-FILTER CASABLANCA,0 / 3,2,0
2018,"PARDO HERVIAS, LAURA",RPK ARASKI,0 / 3,2,0
2018,"DRAMMEH, BINTA MOMMY DAISY",RPK ARASKI,0 / 3,1,0
2018,"VAN DEN ADEL, NATALIE ISABELLE",RPK ARASKI,0 / 3,2,0
2018,"ROUNDTREE, MARGARET YVETTE",LOINTEK GERNIKA BIZKAIA,0 / 3,3,0
2018,"ROBINSON, ANGELICA DANIELLE",PERFUMERIAS AVENIDA,0 / 3,6,0
2018,"HERNANDEZ ORTIZ, ZOE",MANN-FILTER CASABLANCA,0 / 2,2,0
2018,"FLORES COSTA, LAIA",MANN-FILTER CASABLANCA,0 / 2,2,0
2018,"TIRERA, MEIYA",VALENCIA B.C.,0 / 2,5,0
