Temporada,Grupo,Jugador,Equipo,Tot,Part,Med
2024,Liga Regular Único,"VILARO ARAGONES, ANDREA",PERFUMERIAS AVENIDA,3,30,"0,1"
2024,Liga Regular Único,"SALVADORES ALVAREZ, ANGELA",MOVISTAR ESTUDIANTES,3,30,"0,1"
2024,Liga Regular Único,"MUHATE PEÑA, CECILIA",DURÁN MAQUINARIA ENSINO,3,29,"0,1"
2024,Liga Regular Único,"TOUSSAINT, DOMINIQUE",SPAR GRAN CANARIA,3,29,"0,1"
2024,Liga Regular Único,"GARFELLA BEJAR, ELBA",DURÁN MAQUINARIA ENSINO,3,30,"0,1"
2024,Liga Regular Único,"RAMETTE, ELISE CLAUDINE",CLUB JOVENTUT BADALONA,3,30,"0,1"
2024,Liga Regular Único,"DEMBELE, GNERE ALIMA",CLUB JOVENTUT BADALONA,3,30,"0,1"
2024,Liga Regular Único,"ALONSO DE ARMIÑO RIAÑO, GRACIA",MOVISTAR ESTUDIANTES,3,30,"0,1"
2024,Liga Regular Único,"TOPUZOVIC, KRISTINA",MOVISTAR ESTUDIANTES,3,30,"0,1"
2024,Liga Regular Único,"BANASZAK, LILIANA ALEKSANDRA",MOVISTAR ESTUDIANTES,3,30,"0,1"
2024,Liga Regular Único,"MANÉ, MARIE",CASADEMONT ZARAGOZA,2,20,"0,1"
2024,Liga Regular Único,"ORTIZ VIVES, MARIONA",CASADEMONT ZARAGOZA,3,29,"0,1"
2024,Liga Regular Único,"CANELLA RODRIGUEZ, MARTA",SPAR GIRONA,3,30,"0,1"
2024,Liga Regular Único,"ALEXANDER, KAYLA JANINE",VALENCIA B.C.,2,22,"0,09"
2024,Liga Regular Único,"VENNEMA, IRIS",CLUB JOVENTUT BADALONA,2,26,"0,08"
2024,Liga Regular Único,"JANKOVIC, MASA",PERFUMERIAS AVENIDA,2,25,"0,08"
2024,Liga Regular Único,"WONE ARANAZ, AIXA",OSES CONSTRUCCION,2,30,"0,07"
2024,Liga Regular Único,"CARTER, ARICA DERRIS",PERFUMERIAS AVENIDA,2,27,"0,07"
2024,Liga Regular Único,"HRISTOVA, BORISLAVA",SPAR GIRONA,2,30,"0,07"
2024,Liga Regular Único,"MENENDEZ TORRES, CARLOTA",BAXI FERROL,2,27,"0,07"
2024,Liga Regular Único,"GUERRERO ALCANTARA, CAROLINA",SPAR GIRONA,2,27,"0,07"
2024,Liga Regular Único,"SORIANO PEREZ, CLAUDIA",DURÁN MAQUINARIA ENSINO,2,30,"0,07"
2024,Liga Regular Único,"BUENAVIDA ESTEVEZ, ELENA",LOINTEK GERNIKA BIZKAIA,2,29,"0,07"
2024,Liga Regular Único,"NYSTROM, ELLEN ADINA",CASADEMONT ZARAGOZA,2,28,"0,07"
2024,Liga Regular Único,"ELDEBRINK, FRIDA",HOZONO GLOBAL JAIRIS,1,15,"0,07"
2024,Liga Regular Único,"MESTRES RICART, GALA",BAXI FERROL,2,29,"0,07"
2024,Liga Regular Único,"ERJAVEC, KARLA",SPAR GRAN CANARIA,2,30,"0,07"
2024,Liga Regular Único,"JESPERSEN , MARIA STEEN",PERFUMERIAS AVENIDA,1,15,"0,07"
2024,Liga Regular Único,"HERMIDA HERRAEZ, MARTA",KUTXABANK ARASKI,2,29,"0,07"
2024,Liga Regular Único,"TADIC, MATEA",CELTA  FEMXA ZORKA,2,30,"0,07"
2024,Liga Regular Único,"BRCANINOVIC, MELISA",CASADEMONT ZARAGOZA,2,28,"0,07"
2024,Liga Regular Único,"GRETTER, MELISA PAOLA",SPAR GRAN CANARIA,2,30,"0,07"
2024,Liga Regular Único,"JOINER, MOIRA MACY",BAXI FERROL,2,29,"0,07"
2024,Liga Regular Único,"CASAS CARRERAS, QUERALT",VALENCIA B.C.,2,27,"0,07"
2024,Liga Regular Único,"COTANO DE JUAN, REBECA",CLUB JOVENTUT BADALONA,2,28,"0,07"
2024,Liga Regular Único,"BUCH ROSELL, ROSO",IDK EUSKOTREN,2,29,"0,07"
2024,Liga Regular Único,"SVETLIKOVA, SONA",CADI LA SEU,1,15,"0,07"
2024,Liga Regular Único,"ATKINSON, TANAYA MECHELLE",CASADEMONT ZARAGOZA,2,28,"0,07"
2024,Liga Regular Único,"TURNER, YVONNE NICOLE",VALENCIA B.C.,2,29,"0,07"
2024,Liga Regular Único,"PUJOL LLUCH, ARIADNA",CELTA  FEMXA ZORKA,1,18,"0,06"
2024,Liga Regular Único,"BAINES, AZANA NAHIMANA",CADI LA SEU,1,17,"0,06"
2024,Liga Regular Único,"MANDIC, ANA",CADI LA SEU,1,21,"0,05"
2024,Liga Regular Único,"MAXWELL, BRYNNA MARIE",CELTA  FEMXA ZORKA,1,19,"0,05"
2024,Liga Regular Único,"LOPEZ VIVES, HELENA",CLUB JOVENTUT BADALONA,1,20,"0,05"
2024,Liga Regular Único,"MOLLENHAUER, ALEXANDRA JOY",DURÁN MAQUINARIA ENSINO,1,28,"0,04"
2024,Liga Regular Único,"DIEZ PASTOR, AMAIA",OSES CONSTRUCCION,1,27,"0,04"
2024,Liga Regular Único,"GONZALEZ DUARTE , LARA",IDK EUSKOTREN,1,27,"0,04"
2024,Liga Regular Único,"LAHTINEN, LOTTA-MAJ WILHELMIINA",OSES CONSTRUCCION,1,23,"0,04"
