Temporada,Grupo,Jugador,Equipo,Tot,Part,Med
2024,Liga Regular Único,"ALONSO DE ARMIÑO RIAÑO, GRACIA",MOVISTAR ESTUDIANTES,39,30,"1,3"
2024,Liga Regular Único,"LOPEZ VIVES, HELENA",CLUB JOVENTUT BADALONA,26,20,"1,3"
2024,Liga Regular Único,"JESPERSEN , MARIA STEEN",PERFUMERIAS AVENIDA,19,15,"1,27"
2024,Liga Regular Único,"BREWER, BRITTANY AUTUMN",KUTXABANK ARASKI,35,28,"1,25"
2024,Liga Regular Único,"MANÉ, MARIE",CASADEMONT ZARAGOZA,25,20,"1,25"
2024,Liga Regular Único,"JOINER, MOIRA MACY",BAXI FERROL,36,29,"1,24"
2024,Liga Regular Único,"FINGALL, NADIA ANGELIQUE",VALENCIA B.C.,36,29,"1,24"
2024,Liga Regular Único,"TOUSSAINT, DOMINIQUE",SPAR GRAN CANARIA,35,29,"1,21"
2024,Liga Regular Único,"PIERRE LOUIS, VIONISE ARON'S",SPAR GIRONA,29,24,"1,21"
2024,Liga Regular Único,"HAIDARA, MAIMOUNA",CELTA  FEMXA ZORKA,36,30,"1,2"
2024,Liga Regular Único,"MAWULI, STEPHANIE",CASADEMONT ZARAGOZA,36,30,"1,2"
2024,Liga Regular Único,"BURANI, AGOSTINA PAOLA",SPAR GRAN CANARIA,34,29,"1,17"
2024,Liga Regular Único,"EZEIGBO, NNEKA CHIZOBA",SPAR GRAN CANARIA,35,30,"1,17"
2024,Liga Regular Único,"MOLLENHAUER, ALEXANDRA JOY",DURÁN MAQUINARIA ENSINO,32,28,"1,14"
2024,Liga Regular Único,"VAN DEN ADEL, NATALIE ISABELLE",KUTXABANK ARASKI,32,28,"1,14"
2024,Liga Regular Único,"GUTIERREZ LANCHO, LUCIA",CELTA  FEMXA ZORKA,34,30,"1,13"
2024,Liga Regular Único,"COULIBALY, MARIAM ALOU",CLUB JOVENTUT BADALONA,31,28,"1,11"
2024,Liga Regular Único,"BERTSCH, MORGAN QUINN",HOZONO GLOBAL JAIRIS,33,30,"1,1"
2024,Liga Regular Único,"COOPER, SAMANTHA EMMA",CELTA  FEMXA ZORKA,32,29,"1,1"
2024,Liga Regular Único,"MUNGO LANZETTI, JULIETA",OSES CONSTRUCCION,27,25,"1,08"
2024,Liga Regular Único,"BETTENCOURT CORREIA, MARIA JOAO",DURÁN MAQUINARIA ENSINO,18,17,"1,06"
2024,Liga Regular Único,"LÓPEZ-SÉNÉCHAL, LOU",HOZONO GLOBAL JAIRIS,28,27,"1,04"
2024,Liga Regular Único,"TOPUZOVIC, KRISTINA",MOVISTAR ESTUDIANTES,31,30,"1,03"
2024,Liga Regular Único,"SILA, LUIZE ANNA",CELTA  FEMXA ZORKA,31,30,"1,03"
2024,Liga Regular Único,"NELSON, CHELSEA KEIANA",HOZONO GLOBAL JAIRIS,15,15,1
2024,Liga Regular Único,"ALEXANDER, KAYLA JANINE",VALENCIA B.C.,22,22,1
